column_id,column_description
HRS2014Q1,HOUSEHOLD IDENTIFICATION NUMBER ... 18747 000003-959738. Household Identification Number
HRS2014Q2,RESPONDENT PERSON IDENTIFICATION NUMBER ... 10202 010. Person Identifier 714 011. Person Identifier 34 012. Person Identifier 6106 020. Person Identifier 208 021. Person Identifier 16 022. Person Identifier 1 023. Person Identifier 511 030. Person Identifier 45 031. Person Identifier 7 032. Person Identifier 2 033. Person Identifier 836 040. Person Identifier 57 041. Person Identifier 7 042. Person Identifier 1 043. Person Identifier
HRS2014Q3,2014 SUB HOUSEHOLD IDENTIFICATION NUMBER ... 17037 0. Original sample household - no split from divorce or separation of spouses or partners 850 1. Split household - one half of couple from Q3 0 and new spouse or partner\, if any 669 2. Split household - one half of couple from Q3 0 and new spouse or partner\, if any 64 5. Split household - one half of couple from Q3 1 or 2 8 6. Split household - one half of couple from Q3 1 or 2 118 7. Reunited household - respondents from split household reunite 1 8. Split household - one half of couple from Q3 1 or 2
HRS2014Q4,2012 SUB HOUSEHOLD IDENTIFICATION NUMBER ... 17309 0. Original sample household - no split from divorce or separation of spouses or partners 707 1. Split household - one half of couple from Q3 0 and new spouse or partner\, if any 578 2. Split household - one half of couple from Q3 0 and new spouse or partner\, if any 57 5. Split household - one half of couple from Q3 1 or 2 7 6. Split household - one half of couple from Q3 1 or 2 88 7. Reunited household - respondents from split household reunite 1 8. Split household - one half of couple from Q3 1 or 2
HRS2014Q5,2014 SPOUSE/PARTNER PERSON NUMBER ... 5159 010. Person Identifier 525 011. Person Identifier 24 012. Person Identifier 4656 020. Person Identifier 174 021. Person Identifier 11 022. Person Identifier 1 023. Person Identifier 323 030. Person Identifier 27 031. Person Identifier 4 032. Person Identifier 2 033. Person Identifier 558 040. Person Identifier 40 041. Person Identifier 4 042. Person Identifier 1 043. Person Identifier 31 811. Spouse of Non-Original Respondent 2 812. Spouse of Non-Original Respondent 2 820. Spouse of Non-Original Respondent 9 821. Spouse of Non-Original Respondent 1 822. Spouse of Non-Original Respondent 3 831. Spouse of Non-Original Respondent 1 832. Spouse of Non-Original Respondent 4 841. Spouse of Non-Original Respondent 1 842. Spouse of Non-Original Respondent 7184 Blank. Single Respondent Household
HRS2014Q6,2014 WHETHER COVERSHEET RESPONDENT ... 13238 1. Yes 32 3. 2nd Coverscreen R\, answers not retained 5477 5. No
HRS2014Q7,2014 WHETHER FAMILY RESPONDENT ... 13073 1. Family R 23 3. 2nd Family R\, answers not retained 5651 5. Non-Family R
HRS2014Q8,2014 WHETHER FINANCIAL RESPONDENT ... 13098 1. Financial R 24 3. 2nd Financial R\, answers not retained 5625 5. Non-Financial R
HRS2014Q9,Ref: SecJ.Q9_3Wave * ... 18747 2. Not asked this wave Blank. INAP (Inapplicable); Partial Interview
HRS2014Q10,Ref: SecJ.Q10_4Wave * ... 18747 3. Not asked this wave Blank. INAP (Inapplicable); Partial Interview
HRS2014Q342,Ref: SecJ.CURRENTPENSIONSAME.Q342_ Has your employer experienced a permanent reduction [in employment since [[Month][Year Started Current Job]/[Prev Wave IW Month][Prev Wave IW Year]/[Current Month][Year 2 Years ago]/[you started working there]]]? IWER: Code 'downsizing' and permanent layoffs as yes; code temporary layoffs as no ... 1120 1. YES 4036 5. NO 179 8. DK (Don't Know); NA (Not Ascertained) 7 9. RF (Refused) 13405 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q343,Ref: SecJ.CURRENTPENSIONSAME.Q343_ Has this downsizing affected workers whose jobs are similar to yours? ... 736 1. YES 373 5. NO 11 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 17627 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q344,Ref: SecJ.CURRENTPENSIONSAME.Q344_ Are you employed by the government at the federal\, state\, or local level? This includes teachers and other service workers who are on the payrolls of local government\, school districts\, and other agencies of state and local government. ... 147 1. YES 1008 5. NO 12 8. DK (Don't Know); NA (Not Ascertained) 3 9. RF (Refused) 17577 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q345,Ref: SecJ.CURRENTPENSIONSAME.Q345_ Would that be the federal\, state\, or local government? ... 25 1. FEDERAL 56 2. STATE 58 3. LOCAL (COUNTY\, CITY\, TOWNSHIP) 8 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 18600 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q346,Ref: SecJ.CURRENTPENSIONSAME.Q346_ Are you covered by a union or employee-association contract? ... 179 1. YES 1312 5. NO 15 8. DK (Don't Know); NA (Not Ascertained) 3 9. RF (Refused) 17238 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q347,Ref: SecJ.SOCIALSECURITY.Q347_ Do you currently receive any income from Social Security? ... 11737 1. YES 6917 5. NO 22 8. DK (Don't Know); NA (Not Ascertained) 36 9. RF (Refused) 35 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q348,Ref: SecJ.SOCIALSECURITY.Q348_ Do you expect to receive Social Security benefits at some time in the future? ... 5667 1. YES 1147 5. NO 99 8. DK (Don't Know); NA (Not Ascertained) 4 9. RF (Refused) 11830 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q349,Ref: SecJ.SOCIALSECURITY.Q349_ Do you expect to get them based on your own work record only\, from a current\, previous or late spouse's work record only\, or both? ... 3968 1. R'S OWN RECORD ONLY 212 2. SPOUSE'S RECORD ONLY 1386 3. BOTH RECORDS 90 8. DK (Don't Know); NA (Not Ascertained) 11 9. RF (Refused) 13080 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q350,Ref: SecJ.SOCIALSECURITY.Q350_ At what age do you expect to start collecting these benefits? IWER: If R mentions the age and some number of months\, e.g.\, 59 and 1/2\, enter age here and go to the next screen to enter months Age: ... 5385 38-95. Actual Value 279 98. DK (Don't Know); NA (Not Ascertained) 3 99. RF (Refused) 13080 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q351,Ref: SecJ.SOCIALSECURITY.Q351_ IWER: If R reports AGE and months\, enter number of months IWER: If R did not mention months\, press [ENTER] to continue ... 134 1-11. Actual Value 1 98. DK (Don't Know); NA (Not Ascertained) 18612 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q352,Ref: SecJ.SOCIALSECURITY.Q352_ If you start collecting Social Security benefits then\, about how much do you expect the payments to be in today's dollars? IWER: Do not probe DK/RF Amount: PER: ... 3896 0-70000. Actual Value 1452 99998. DK (Don't Know); NA (Not Ascertained) 37 99999. RF (Refused) 13362 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q353,Ref: SecJ.SOCIALSECURITY.Q353_ (If you start collecting Social Security benefits then\, about how much do you expect the payments to be in today's dollars?) Amount: [Soc Sec Amt Present Value] Per: ... 25 2. WEEK 12 3. EVERY TWO WEEKS/BI-WEEKLY 3801 4. MONTH 53 6. YEAR 7. OTHER (SPECIFY) 95. LUMP SUM 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 14856 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q354,Ref: SecJ.SOCIALSECURITY.Q354_ Do you expect it to be less than $____ per month\, more than $____ per month\, or what? PROCEDURES: 2Up1Down\, 1Up2Down BREAKPOINTS: $250\, $500\, $750\, $1\,750 RANDOM ENTRY POINT ASSIGNMENT [1 ($500)] or [NOT 1 ($750)] AT X509 ... 230 0. Value of Breakpoint 8 250. Value of Breakpoint 103 251. Value of Breakpoint 59 500. Value of Breakpoint 172 501. Value of Breakpoint 83 750. Value of Breakpoint 528 751. Value of Breakpoint 76 1750. Value of Breakpoint 230 1751. Value of Breakpoint 17258 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q355,Ref: SecJ.SOCIALSECURITY.Q355_ * ... 19 249. Value of Breakpoint 8 250. Value of Breakpoint 110 499. Value of Breakpoint 59 500. Value of Breakpoint 157 749. Value of Breakpoint 83 750. Value of Breakpoint 482 1749. Value of Breakpoint 76 1750. Value of Breakpoint 495 99999996. Greater than Maximum Breakpoint 17258 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q356,Ref: SecJ.SOCIALSECURITY.Q356_ * ... 254 98. DK (Don't Know); NA (Not Ascertained) 27 99. RF (Refused) 18466 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q357,Ref: SecJ.SOCIALSECURITY.Q357_ If you were [to start collecting benefits at age 62/to retire at age 62 and collect benefits/to start collecting benefits now/to retire now and collect benefits]\, what do you think your Social Security benefits would be in today's dollars? IWER: Do not probe DK/RF Amount: Per: ... 2758 0-60000. Actual Value 879 99998. DK (Don't Know); NA (Not Ascertained) 27 99999. RF (Refused) 15083 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q358,Ref: SecJ.SOCIALSECURITY.Q358_ (If you were [to start collecting benefits at age 62/to retire at age 62 and collect benefits/to start collecting benefits now/to retire now and collect benefits]\, what do you think your Social Security benefits would be in today's dollars?) Amount: [AMT SOC SEC BENEFITS- AT AGE 62] Per: ... 21 2. WEEK 10 3. EVERY TWO WEEKS/BI-WEEKLY 2682 4. MONTH 27 6. YEAR 7. OTHER 8. DK (Don't Know); NA (Not Ascertained) 1 9. RF (Refused) 16006 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q359,Ref: SecJ.SOCIALSECURITY.Q359_ Do you expect it to be less than $____ per month\, more than $____ per month\, or what? PROCEDURES: 2Up1Down\, 1Up2Down BREAKPOINTS: $500\, $700\, $900\, $1\,200 RANDOM ENTRY POINT ASSIGNMENT [1 ($700)] or [NOT 1 ($900)] AT X510 ... 298 0. Value of Breakpoint 26 500. Value of Breakpoint 86 501. Value of Breakpoint 43 700. Value of Breakpoint 106 701. Value of Breakpoint 29 900. Value of Breakpoint 117 901. Value of Breakpoint 43 1200. Value of Breakpoint 158 1201. Value of Breakpoint 17841 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q360,Ref: SecJ.SOCIALSECURITY.Q360_ * ... 88 499. Value of Breakpoint 26 500. Value of Breakpoint 93 699. Value of Breakpoint 43 700. Value of Breakpoint 110 899. Value of Breakpoint 29 900. Value of Breakpoint 103 1199. Value of Breakpoint 43 1200. Value of Breakpoint 371 99999996. Greater than Maximum Breakpoint 17841 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q361,Ref: SecJ.SOCIALSECURITY.Q361_ * ... 221 98. DK (Don't Know); NA (Not Ascertained) 20 99. RF (Refused) 18506 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q362,Ref: SecJ.SOCIALSECURITY.Q362_ If you were [to start collecting benefits at your Social Security normal retirement age/to retire at your Social Security normal retirement age and collect benefits/to start collecting benefits now/to retire now\, and collect benefits]\, what do you think your Social Security benefits would be in today's dollars? IWER: Do not probe DK/RF Amount: Per: ... 3796 0-57000. Actual Value 1013 99998. DK (Don't Know); NA (Not Ascertained) 40 99999. RF (Refused) 13898 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q363,Ref: SecJ.SOCIALSECURITY.Q363_ (If you were [to start collecting benefits at your Social Security normal retirement age/to retire at your Social Security normal retirement age and collect benefits/to start collecting benefits now/to retire now\, and collect benefits]\, what do you think your Social Security benefits would be in today's dollars?) Amount: [AMT SOC SEC BENES- AGE 62- PER SPECIFY] Per: ... 22 2. WEEK 11 3. EVERY TWO WEEKS/BI-WEEKLY 3708 4. MONTH 39 6. YEAR 97. OTHER 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 14967 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q364,Ref: SecJ.SOCIALSECURITY.Q364_ Do you expect it to be less than $____ per month\, more than $____ per month\, or what? PROCEDURES: 2Up1Down\, 1Up2Down BREAKPOINTS: $600\, $900\, $1\,200\, $1\,500 RANDOM ENTRY POINT ASSIGNMENT [1 ($900)] or [NOT 1 ($1\,200)] AT X501 ... 376 0. Value of Breakpoint 19 600. Value of Breakpoint 129 601. Value of Breakpoint 53 900. Value of Breakpoint 139 901. Value of Breakpoint 50 1200. Value of Breakpoint 99 1201. Value of Breakpoint 24 1500. Value of Breakpoint 164 1501. Value of Breakpoint 17694 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q365,Ref: SecJ.SOCIALSECURITY.Q365_ * ... 87 599. Value of Breakpoint 19 600. Value of Breakpoint 151 899. Value of Breakpoint 53 900. Value of Breakpoint 136 1199. Value of Breakpoint 50 1200. Value of Breakpoint 83 1499. Value of Breakpoint 24 1500. Value of Breakpoint 450 99999996. Greater than Maximum Breakpoint 17694 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q366,Ref: SecJ.SOCIALSECURITY.Q366_ * ... 283 98. DK (Don't Know); NA (Not Ascertained) 36 99. RF (Refused) 18428 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q367,Ref: SecJ.Q367Q370BP * ... 9487 0. All Others 197 1. A009_SelfPrxy <> SLF AND WORKSTATUS.Q25_WorkforPay = YES 148 2. A009_SelfPrxy <> SLF AND WORKSTATUS.Q25_WorkforPay = NO 8915 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q368,Ref: SecJ.EDEXPANDLOOKINGFORJOB.Q368Q370BP * ... 2930 3. Q25_WorkforPay <> YES 15817 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q369,Ref: SecJ.EDEXPANDLOOKINGFORJOB.Q369_ * ... 1039 2. STILL SELF EMP 5518 3. ALL OTHERS 12190 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q370,Ref: SecJ.EDEXPANDLOOKINGFORJOB.Q370_ Now we have some questions about your work experience. Counting high school graduation as 12 years\, about how many years of school would you say are needed to do your job reasonably well? 0-20 years of school Number of years: ... ----------------------------------------------------------------- N Min Max Mean SD Miss 1708 0 20 12.04 4.82 16961 ----------------------------------------------------------------- 70 98. DK (Don't Know); NA (Not Ascertained) 8 99. RF (Refused)
HRS2014Q371,Ref: SecJ.EDEXPANDLOOKINGFORJOB.Q371_ [About/For someone with this much formal schooling\, about] how much experience do you think it would take to become good at your job? Amount: Unit: ... 1590 0-90. Actual Value 110 98. DK (Don't Know); NA (Not Ascertained) 8 99. RF (Refused) 17039 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q372,Ref: SecJ.EDEXPANDLOOKINGFORJOB.Q372_ ([About/For someone with this much formal schooling\, about] how much experience do you think it would take to become good at your job?) Amount: [Experience Needed For Job] Unit: ... 9 1. HOURS 33 2. WEEKS 207 4. MONTHS 1260 6. YEARS 8 11. Days 4 97. OTHER (SPECIFY) 1 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17225 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q373,Ref: SecJ.EDEXPANDLOOKINGFORJOB.Q373_ Is your current job covered by FICA where social security taxes are paid? (Do you pay social security taxes?) ... 1230 1. YES 330 5. NO 27 8. DK (Don't Know); NA (Not Ascertained) 3 9. RF (Refused) 17157 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q374,Ref: SecJ.EDEXPANDLOOKINGFORJOB.Q374_LookingForWork Sometimes people look for a different job even when they are currently working. Are you currently looking or another job? ... 797 1. YES 5745 5. NO 4 8. DK (Don't Know); NA (Not Ascertained) 4 9. RF (Refused) 12197 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q375,Ref: SecJ.EDEXPANDLOOKINGFORJOB.Q375_ Are you looking for jobs only in the area where you live\, or are you considering jobs that would require you to move? ... 631 1. JOBS IN THIS AREA 77 2. JOBS REQUIRING A MOVE 86 3. BOTH/EITHER ONE 3 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 17950 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q376,Ref: SecJ.EDEXPANDLOOKINGFORJOB.Q376_ Are you looking for part-time or full-time work? ... 207 1. PART-TIME 514 2. FULL-TIME 76 3. EITHER KIND 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 17950 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q377,Ref: SecJ.EDEXPANDLOOKINGFORJOB.Q377_ Are you looking for the same kind of work you're doing now\, or something different? ... 306 1. SAME 94 2. EITHER/BOTH 397 3. DIFFERENT 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 17950 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q378,Ref: SecJ.EDEXPANDLOOKINGFORJOB.Q378_ How would it be different? ... 2 1. Self-employment; prefer to be my own boss 26 2. Return to a previous job type 3. Looks for job R has done as a hobby or \"second\" job 1 4. Work at home 4 11. Fewer/more hours 4 12. Different work schedule (exc. 11); \"no more nights\" 28 13. (More) interesting/challenging; using my education/training; more physically active 36 14. Less physically demanding; less stressful; less responsibility 17 15. Better pay/benefits 16. Promotion; more responsibility 11 17. Different work environment--NFS 55 21. Gives specific job title different from current/last job 100 22. Gives general type of work different from current/last job 7 51. Would take any job; need/want work\, don't care what type it is 52. Jobs like what R (has/had) not available at this time/in this area 67 53. Anything but this type of work; R clearly dislikes (current/last) job and seeks change because of this 95. R's answer indicates similar type of work on somewhat different product or in somewhat different industry (could have been coded 2 in previous question) 17 97. Other 7 98. DK (Don't Know); NA (Not Ascertained) 1 99. RF (Refused) 18364 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q379,Ref: SecJ.EDEXPANDLOOKINGFORJOB.Q378_ How would it be different? ... 1 1. Self-employment; prefer to be my own boss 2 2. Return to a previous job type 3. Looks for job R has done as a hobby or \"second\" job 4. Work at home 2 11. Fewer/more hours 2 12. Different work schedule (exc. 11); \"no more nights\" 13 13. (More) interesting/challenging; using my education/training; more physically active 9 14. Less physically demanding; less stressful; less responsibility 13 15. Better pay/benefits 1 16. Promotion; more responsibility 4 17. Different work environment--NFS 3 21. Gives specific job title different from current/last job 22 22. Gives general type of work different from current/last job 2 51. Would take any job; need/want work\, don't care what type it is 52. Jobs like what R (has/had) not available at this time/in this area 6 53. Anything but this type of work; R clearly dislikes (current/last) job and seeks change because of this 5 95. R's answer indicates similar type of work on somewhat different product or in somewhat different industry (could have been coded 2 in previous question) 1 97. Other 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18661 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q380,Ref: SecJ.EDEXPANDLOOKINGFORJOB.Q380[1] During the past four weeks\, what have you been doing to find another job? IWER: Do not read categories IWER: Choose all that apply ... 25 1. CHECKED WITH PUBLIC EMPLOYMENT AGENCY 10 2. CHECKED WITH PRIVATE EMPLOYMENT AGENCY 47 3. VISITED EMPLOYERS DIRECTLY; interviewed; attended job fair 109 4. TELEPHONED OR WROTE EMPLOYERS DIRECTLY; sent resumes; updated resume; filed application 96 5. ASKED FRIENDS OR RELATIVES; word of mouth; networking 60 6. PLACED OR ANSWERED ADS 289 7. READ ADS; looked in paper; job hotlines; bulletins; Internet 123 8. DIDN'T DO ANYTHING SPECIFIC 5 9. Contacted by recruiters\, \"headhunters\" 9 11. Started new business/already has new job 10 12. Go back to school/get training 14 97. OTHER (SPECIFY) 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17950 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q381,Ref: SecJ.EDEXPANDLOOKINGFORJOB.Q380[2] During the past four weeks\, what have you been doing to find another job? IWER: Do not read categories IWER: Choose all that apply ... 11 1. CHECKED WITH PUBLIC EMPLOYMENT AGENCY 11 2. CHECKED WITH PRIVATE EMPLOYMENT AGENCY 25 3. VISITED EMPLOYERS DIRECTLY; interviewed; attended job fair 53 4. TELEPHONED OR WROTE EMPLOYERS DIRECTLY; sent resumes; updated resume; filed application 59 5. ASKED FRIENDS OR RELATIVES; word of mouth; networking 9 6. PLACED OR ANSWERED ADS 88 7. READ ADS; looked in paper; job hotlines; bulletins; Internet 5 8. DIDN'T DO ANYTHING SPECIFIC 2 9. Contacted by recruiters\, \"headhunters\" 2 11. Started new business/already has new job 3 12. Go back to school/get training 3 97. OTHER (SPECIFY) 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18476 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q382,Ref: SecJ.EDEXPANDLOOKINGFORJOB.Q380[3] During the past four weeks\, what have you been doing to find another job? IWER: Do not read categories IWER: Choose all that apply ... 6 1. CHECKED WITH PUBLIC EMPLOYMENT AGENCY 1 2. CHECKED WITH PRIVATE EMPLOYMENT AGENCY 8 3. VISITED EMPLOYERS DIRECTLY; interviewed; attended job fair 9 4. TELEPHONED OR WROTE EMPLOYERS DIRECTLY; sent resumes; updated resume; filed application 22 5. ASKED FRIENDS OR RELATIVES; word of mouth; networking 4 6. PLACED OR ANSWERED ADS 12 7. READ ADS; looked in paper; job hotlines; bulletins; Internet 8. DIDN'T DO ANYTHING SPECIFIC 9. Contacted by recruiters\, \"headhunters\" 1 11. Started new business/already has new job 12. Go back to school/get training 6 97. OTHER (SPECIFY) 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18678 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q383,Ref: SecJ.EDEXPANDLOOKINGFORJOB.Q380[4] During the past four weeks\, what have you been doing to find another job? IWER: Do not read categories IWER: Choose all that apply ... 1. CHECKED WITH PUBLIC EMPLOYMENT AGENCY 2. CHECKED WITH PRIVATE EMPLOYMENT AGENCY 3 3. VISITED EMPLOYERS DIRECTLY; interviewed; attended job fair 4 4. TELEPHONED OR WROTE EMPLOYERS DIRECTLY; sent resumes; updated resume; filed application 2 5. ASKED FRIENDS OR RELATIVES; word of mouth; networking 1 6. PLACED OR ANSWERED ADS 2 7. READ ADS; looked in paper; job hotlines; bulletins; Internet 8. DIDN'T DO ANYTHING SPECIFIC 9. Contacted by recruiters\, \"headhunters\" 11. Started new business/already has new job 2 12. Go back to school/get training 97. OTHER (SPECIFY) 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18733 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q384,Ref: SecJ.EDEXPANDLOOKINGFORJOB.Q380[5] During the past four weeks\, what have you been doing to find another job? IWER: Do not read categories IWER: Choose all that apply ... 1. CHECKED WITH PUBLIC EMPLOYMENT AGENCY 2. CHECKED WITH PRIVATE EMPLOYMENT AGENCY 3. VISITED EMPLOYERS DIRECTLY; interviewed; attended job fair 1 4. TELEPHONED OR WROTE EMPLOYERS DIRECTLY; sent resumes; updated resume; filed application 5. ASKED FRIENDS OR RELATIVES; word of mouth; networking 1 6. PLACED OR ANSWERED ADS 7. READ ADS; looked in paper; job hotlines; bulletins; Internet 8. DIDN'T DO ANYTHING SPECIFIC 9. Contacted by recruiters\, \"headhunters\" 11. Started new business/already has new job 12. Go back to school/get training 97. OTHER (SPECIFY) 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18745 Blank. INAP (Inapplicable); Partial Interview
