column_id,column_description
HRS2018Q1,HOUSEHOLD IDENTIFICATION NUMBER ... 17146 010003-959738. Household Identification Number
HRS2018Q2,RESPONDENT PERSON IDENTIFICATION NUMBER ... 9738 010. Person Identifier 654 011. Person Identifier 32 012. Person Identifier 1 013. Person Identifier 5480 020. Person Identifier 180 021. Person Identifier 21 022. Person Identifier 1 023. Person Identifier 353 030. Person Identifier 44 031. Person Identifier 3 032. Person Identifier 1 033. Person Identifier 586 040. Person Identifier 47 041. Person Identifier 4 042. Person Identifier 1 043. Person Identifier
HRS2018Q3,2018 SUB HOUSEHOLD IDENTIFICATION NUMBER ... 15501 0. Original sample household - no split from divorce or separation of spouses or partners 849 1. Split household - one half of couple from Q3 0 and new spouse or partner\, if any 596 2. Split household - one half of couple from Q3 0 and new spouse or partner\, if any 68 5. Split household - one half of couple from Q3 1 or 2 9 6. Split household - one half of couple from Q3 1 or 2 122 7. Reunited household - respondents from split household reunite 1 8. Split household - one half of couple from Q3 1 or 2
HRS2018Q4,2016 SUB HOUSEHOLD IDENTIFICATION NUMBER ... 15713 0. Original sample household - no split from divorce or separation of spouses or partners 726 1. Split household - one half of couple from Q3 0 and new spouse or partner\, if any 546 2. Split household - one half of couple from Q3 0 and new spouse or partner\, if any 54 5. Split household - one half of couple from Q3 1 or 2 7 6. Split household - one half of couple from Q3 1 or 2 99 7. Reunited household - respondents from split household reunite 1 8. Split household - one half of couple from Q3 1 or 2
HRS2018Q5,2018 SPOUSE/PARTNER PERSON NUMBER ... 4657 010. Person Identifier 504 011. Person Identifier 28 012. Person Identifier 1 013. Person Identifier 4290 020. Person Identifier 141 021. Person Identifier 18 022. Person Identifier 1 023. Person Identifier 193 030. Person Identifier 27 031. Person Identifier 1 032. Person Identifier 1 033. Person Identifier 362 040. Person Identifier 40 041. Person Identifier 2 042. Person Identifier 2 043. Person Identifier 7 810. Spouse of Original R\, Never Entered Sample 45 811. Spouse of Non-Original Respondent 3 812. Spouse of Non-Original Respondent 6 821. Spouse of Non-Original Respondent 1 822. Spouse of Non-Original Respondent 4 831. Spouse of Non-Original Respondent 1 832. Spouse of Non-Original Respondent 3 841. Spouse of Non-Original Respondent 6808 Blank. Single Respondent Household
HRS2018Q6,2018 WHETHER COVERSHEET RESPONDENT ... 12465 1. Yes 85 3. 2nd Coverscreen R\, answers not retained 4596 5. No
HRS2018Q7,2018 WHETHER FAMILY RESPONDENT ... 12017 1. Family R 41 3. 2nd Family R\, answers not retained 5088 5. Non-Family R
HRS2018Q8,2018 WHETHER FINANCIAL RESPONDENT ... 12181 1. Financial R 38 3. 2nd Financial R\, answers not retained 4927 5. Non-Financial R
HRS2018Q9,Ref: SecJ.Q9_3Wave * ... 17146 1. Not asked this wave Blank. INAP (Inapplicable); Partial Interview
HRS2018Q10,Ref: SecJ.Q10_4Wave * ... 17146 1. Not asked this wave Blank. INAP (Inapplicable); Partial Interview
HRS2018Q352,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[4].W778_WhichMonths Which months in [Eligible Year] were those (when you did not work for this [business/employer])? INSTR: Select all that apply ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 1 6. JUN 9 7. JUL 8. AUG 2 9. SEP 1 10. OCT 2 11. NOV 4 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17127 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q353,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[4].W778_WhichMonths Which months in [Eligible Year] were those (when you did not work for this [business/employer])? INSTR: Select all that apply ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 1 7. JUL 7 8. AUG 1 9. SEP 2 10. OCT 1 11. NOV 3 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17131 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q354,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[4].W778_WhichMonths Which months in [Eligible Year] were those (when you did not work for this [business/employer])? INSTR: Select all that apply ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 7 9. SEP 1 10. OCT 2 11. NOV 1 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17135 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q355,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[4].W778_WhichMonths Which months in [Eligible Year] were those (when you did not work for this [business/employer])? INSTR: Select all that apply ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 7 10. OCT 1 11. NOV 2 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17136 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q356,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[4].W778_WhichMonths Which months in [Eligible Year] were those (when you did not work for this [business/employer])? INSTR: Select all that apply ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 10. OCT 7 11. NOV 1 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17138 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q357,Ref: SecJ.CURRENTPENSIONSAME.J261M.W779_MonthsPerYear[4].W778_WhichMonths Which months in [Eligible Year] were those (when you did not work for this [business/employer])? INSTR: Select all that apply ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 10. OCT 11. NOV 7 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17139 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q358,Ref: SecJ.CURRENTPENSIONSAME.J261M.W786_ Were there any months between [R's Last IW Month\, Year/Month\, Year 2 Years Ago] and January [First Year of Previous Wave] when you did not work for this [business/employer]? ... 2 -8. Web non-response 102 1. YES 51 5. NO 4 8. DK (Don't Know); NA (Not Ascertained) 1 9. RF (Refused) 16986 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q359,Ref: SecJ.CURRENTPENSIONSAME.Q359_ Has your employer experienced a permanent reduction in employment since [[Month][Year Started Current Job]/[Prev Wave IW Month][Prev Wave IW Year]/[Current Month][Year 2 Years ago]/you started working there]]? INSTR: Code 'downsizing' and permanent layoffs as yes\, code temporary layoffs as no WEB-ADMINISTERED TEXT: Has your employer experienced a permanent reduction in employment since [[MONTH][Year Started Current Job]/[Prev Wave IW Month][Prev Wave IW Year]/[Current Month][Year 2 Years ago]/you started working there]]? INSTR: For 'downsizing' and permanent layoffs\, select Yes; for temporary layoffs\, select No ... 8 -8. Web non-response 767 1. YES 4455 5. NO 117 8. DK (Don't Know); NA (Not Ascertained) 6 9. RF (Refused) 11793 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q360,Ref: SecJ.CURRENTPENSIONSAME.Q360_ Has this downsizing affected workers whose jobs are similar to yours? ... 470 1. YES 288 5. NO 7 8. DK (Don't Know); NA (Not Ascertained) 2 9. RF (Refused) 16379 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q361,Ref: SecJ.CURRENTPENSIONSAME.Q361_ Are you employed by the government at the federal\, state\, or local level? This includes teachers and other service workers who are on the payrolls of local government\, school districts\, and other agencies of state and local government. ... 3 -8. Web non-response 175 1. YES 999 5. NO 14 8. DK (Don't Know); NA (Not Ascertained) 2 9. RF (Refused) 15953 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q362,Ref: SecJ.CURRENTPENSIONSAME.Q362_ Would that be the federal\, state\, or local government? ... 28 1. FEDERAL 74 2. STATE 69 3. LOCAL (COUNTY\, CITY\, TOWNSHIP) 3 8. DK (Don't Know); NA (Not Ascertained) 1 9. RF (Refused) 16971 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q363,Ref: SecJ.CURRENTPENSIONSAME.Q363_ Are you covered by a union or employee-association contract? ... 2 -8. Web non-response 187 1. YES 1307 5. NO 6 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 15644 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q364,Ref: SecJ.Q364Q367BP * ... 9505 0. All Others 129 1. A009_SelfPrxy <> SLF AND WORKSTATUS.Q25_WorkforPay = YES 68 2. A009_SelfPrxy <> SLF AND WORKSTATUS.Q25_WorkforPay = NO 7444 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q365,Ref: SecJ.EDEXPANDLOOKINGFORJOB.Q365Q367BP * ... 3062 3. Q25_WorkforPay <> YES 14084 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q366,Ref: SecJ.EDEXPANDLOOKINGFORJOB.Q366_ * ... 903 2. STILL SELF EMP 5540 3. ALL OTHERS 10703 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q367,Ref: SecJ.EDEXPANDLOOKINGFORJOB.Q367_ Now we have some questions about your work experience. Counting high school graduation as 12 years\, about how many years of school would you say are needed to do your job reasonably well? Number of years: ... ----------------------------------------------------------------- N Min Max Mean SD Miss 1688 0 20 11.90 4.68 15380 ----------------------------------------------------------------- 9 -8. Web non-response 62 98. DK (Don't Know); NA (Not Ascertained) 7 99. RF (Refused)
HRS2018Q368,Ref: SecJ.EDEXPANDLOOKINGFORJOB.Q368_ [About/(For someone with this much formal schooling)\, about] how much experience do you think it would take to become good at your job? Amount: Unit: WEB-ADMINISTERED TEXT: For someone with this much formal schooling\, about how much experience do you think it would take to become good at your job? ... 19 -8. Web non-response 1579 0-90. Actual Value 79 98. DK (Don't Know); NA (Not Ascertained) 11 99. RF (Refused) 15458 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q369,Ref: SecJ.EDEXPANDLOOKINGFORJOB.Q369_ [About/(For someone with this much formal schooling)\, about] how much experience do you think it would take to become good at your job? Amount: Unit: WEB-ADMINISTERED TEXT: For someone with this much formal schooling\, about how much experience do you think it would take to become good at your job? ... 9 -8. Web non-response 15 1. HOURS 50 2. WEEKS 216 4. MONTHS 1232 6. YEARS 7 11. Days 5 97. OTHER (SPECIFY) 2 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 15610 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q370,Ref: SecJ.EDEXPANDLOOKINGFORJOB.Q370_ Is your current job covered by FICA where social security taxes are paid? (Do you pay social security taxes?) ... 5 -8. Web non-response 1329 1. YES 333 5. NO 17 8. DK (Don't Know); NA (Not Ascertained) 4 9. RF (Refused) 15458 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q371,Ref: SecJ.EDEXPANDLOOKINGFORJOB.Q371_LookingForWork Sometimes people look for a different job even when they are currently working. Are you currently looking or another job? ... 5 -8. Web non-response 800 1. YES 5634 5. NO 1 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 10706 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q372,Ref: SecJ.EDEXPANDLOOKINGFORJOB.Q372_ Are you looking for jobs only in the area where you live\, or are you considering jobs that would require you to move? ... 626 1. JOBS IN THIS AREA 71 2. JOBS REQUIRING A MOVE 98 3. BOTH/EITHER ONE 4 8. DK (Don't Know); NA (Not Ascertained) 1 9. RF (Refused) 16346 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q373,Ref: SecJ.EDEXPANDLOOKINGFORJOB.Q373_ Are you looking for part-time or full-time work? ... 205 1. PART-TIME 516 2. FULL-TIME 78 3. EITHER KIND 8. DK (Don't Know); NA (Not Ascertained) 1 9. RF (Refused) 16346 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q374,Ref: SecJ.EDEXPANDLOOKINGFORJOB.Q374_ Are you looking for the same kind of work you're doing now\, or something different? ... 305 1. SAME 105 2. EITHER/BOTH 387 3. DIFFERENT 2 8. DK (Don't Know); NA (Not Ascertained) 1 9. RF (Refused) 16346 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q375,Ref: SecJ.EDEXPANDLOOKINGFORJOB.Q375_ How would it be different? ... 5 1. Self-employment; prefer to be my own boss 13 2. Return to a previous job type 3. Looks for job R has done as a hobby or \"second\" job 5 4. Work at home 6 11. Fewer/more hours 5 12. Different work schedule (exc. 11); \"no more nights\" 31 13. (More) interesting/challenging; using my education/training; more physically active 29 14. Less physically demanding; less stressful; less responsibility 19 15. Better pay/benefits 5 16. Promotion; more responsibility 10 17. Different work environment--NFS 62 21. Gives specific job title different from current/last job 108 22. Gives general type of work different from current/last job 4 51. Would take any job; need/want work\, don't care what type it is 29 53. Anything but this type of work; R clearly dislikes (current/last) job and seeks change because of this 25 95. R's answer indicates similar type of work on somewhat different product or in somewhat different industry; or for a different organization/company 16 97. Other 14 98. DK (Don't Know); NA (Not Ascertained) 1 99. RF (Refused) 16759 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q376,Ref: SecJ.EDEXPANDLOOKINGFORJOB.Q375_ How would it be different? ... 1 1. Self-employment; prefer to be my own boss 4 2. Return to a previous job type 1 3. Looks for job R has done as a hobby or \"second\" job 1 4. Work at home 7 11. Fewer/more hours 1 12. Different work schedule (exc. 11); \"no more nights\" 12 13. (More) interesting/challenging; using my education/training; more physically active 8 14. Less physically demanding; less stressful; less responsibility 12 15. Better pay/benefits 1 16. Promotion; more responsibility 12 17. Different work environment--NFS 7 21. Gives specific job title different from current/last job 13 22. Gives general type of work different from current/last job 1 51. Would take any job; need/want work\, don't care what type it is 3 53. Anything but this type of work; R clearly dislikes (current/last) job and seeks change because of this 1 95. R's answer indicates similar type of work on somewhat different product or in somewhat different industry; or for a different organization/company 3 97. Other 17058 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q377,Ref: SecJ.EDEXPANDLOOKINGFORJOB.Q377 During the past four weeks\, what have you been doing to find another job? INSTR: Do not read categories INSTR: Select all that apply WEB-ADMINISTERED TEXT: During the past four weeks\, what have you been doing to find another job? INSTR: Select all that apply. ... 24 1. CHECKED WITH PUBLIC EMPLOYMENT AGENCY 10 2. CHECKED WITH PRIVATE EMPLOYMENT AGENCY 44 3. VISITED EMPLOYERS DIRECTLY; interviewed; attended job fair 78 4. TELEPHONED OR WROTE EMPLOYERS DIRECTLY; sent resumes; updated resume; filed application 78 5. ASKED FRIENDS OR RELATIVES; word of mouth; networking 27 6. PLACED OR ANSWERED ADS 81 7. READ ADS; looked in paper; job hotlines; bulletins; Internet 93 8. DIDN'T DO ANYTHING SPECIFIC 329 9. SEARCHED THE INTERNET OR SOCIAL MEDIA 4 11. Started new business/already has new job 11 12. Go back to school/get training 19 97. OTHER (SPECIFY) 1 98. DK (Don't Know); NA (Not Ascertained) 1 99. RF (Refused) 16346 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q378,Ref: SecJ.EDEXPANDLOOKINGFORJOB.Q377 During the past four weeks\, what have you been doing to find another job? INSTR: Do not read categories INSTR: Select all that apply WEB-ADMINISTERED TEXT: During the past four weeks\, what have you been doing to find another job? INSTR: Select all that apply. ... 15 1. CHECKED WITH PUBLIC EMPLOYMENT AGENCY 13 2. CHECKED WITH PRIVATE EMPLOYMENT AGENCY 30 3. VISITED EMPLOYERS DIRECTLY; interviewed; attended job fair 53 4. TELEPHONED OR WROTE EMPLOYERS DIRECTLY; sent resumes; updated resume; filed application 67 5. ASKED FRIENDS OR RELATIVES; word of mouth; networking 17 6. PLACED OR ANSWERED ADS 41 7. READ ADS; looked in paper; job hotlines; bulletins; Internet 3 8. DIDN'T DO ANYTHING SPECIFIC 64 9. SEARCHED THE INTERNET OR SOCIAL MEDIA 2 11. Started new business/already has new job 3 12. Go back to school/get training 27 97. OTHER (SPECIFY) 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 16811 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q379,Ref: SecJ.EDEXPANDLOOKINGFORJOB.Q377 During the past four weeks\, what have you been doing to find another job? INSTR: Do not read categories INSTR: Select all that apply WEB-ADMINISTERED TEXT: During the past four weeks\, what have you been doing to find another job? INSTR: Select all that apply. ... 1 1. CHECKED WITH PUBLIC EMPLOYMENT AGENCY 3 2. CHECKED WITH PRIVATE EMPLOYMENT AGENCY 10 3. VISITED EMPLOYERS DIRECTLY; interviewed; attended job fair 12 4. TELEPHONED OR WROTE EMPLOYERS DIRECTLY; sent resumes; updated resume; filed application 23 5. ASKED FRIENDS OR RELATIVES; word of mouth; networking 12 6. PLACED OR ANSWERED ADS 19 7. READ ADS; looked in paper; job hotlines; bulletins; Internet 8. DIDN'T DO ANYTHING SPECIFIC 22 9. SEARCHED THE INTERNET OR SOCIAL MEDIA 15 97. OTHER (SPECIFY) 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17029 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q380,Ref: SecJ.EDEXPANDLOOKINGFORJOB.Q377 During the past four weeks\, what have you been doing to find another job? INSTR: Do not read categories INSTR: Select all that apply WEB-ADMINISTERED TEXT: During the past four weeks\, what have you been doing to find another job? INSTR: Select all that apply. ... 1. CHECKED WITH PUBLIC EMPLOYMENT AGENCY 2. CHECKED WITH PRIVATE EMPLOYMENT AGENCY 3. VISITED EMPLOYERS DIRECTLY; interviewed; attended job fair 6 4. TELEPHONED OR WROTE EMPLOYERS DIRECTLY; sent resumes; updated resume; filed application 4 5. ASKED FRIENDS OR RELATIVES; word of mouth; networking 6 6. PLACED OR ANSWERED ADS 7 7. READ ADS; looked in paper; job hotlines; bulletins; Internet 8. DIDN'T DO ANYTHING SPECIFIC 6 9. SEARCHED THE INTERNET OR SOCIAL MEDIA 3 97. OTHER (SPECIFY) 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17114 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q381,Ref: SecJ.EDEXPANDLOOKINGFORJOB.Q377 During the past four weeks\, what have you been doing to find another job? INSTR: Do not read categories INSTR: Select all that apply WEB-ADMINISTERED TEXT: During the past four weeks\, what have you been doing to find another job? INSTR: Select all that apply. ... 1 1. CHECKED WITH PUBLIC EMPLOYMENT AGENCY 2. CHECKED WITH PRIVATE EMPLOYMENT AGENCY 3. VISITED EMPLOYERS DIRECTLY; interviewed; attended job fair 1 4. TELEPHONED OR WROTE EMPLOYERS DIRECTLY; sent resumes; updated resume; filed application 2 5. ASKED FRIENDS OR RELATIVES; word of mouth; networking 1 6. PLACED OR ANSWERED ADS 2 7. READ ADS; looked in paper; job hotlines; bulletins; Internet 8. DIDN'T DO ANYTHING SPECIFIC 4 9. SEARCHED THE INTERNET OR SOCIAL MEDIA 97. OTHER (SPECIFY) 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17135 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q382,Ref: SecJ.EDEXPANDLOOKINGFORJOB.Q377 During the past four weeks\, what have you been doing to find another job? INSTR: Do not read categories INSTR: Select all that apply WEB-ADMINISTERED TEXT: During the past four weeks\, what have you been doing to find another job? INSTR: Select all that apply. ... 1. CHECKED WITH PUBLIC EMPLOYMENT AGENCY 2. CHECKED WITH PRIVATE EMPLOYMENT AGENCY 3. VISITED EMPLOYERS DIRECTLY; interviewed; attended job fair 4. TELEPHONED OR WROTE EMPLOYERS DIRECTLY; sent resumes; updated resume; filed application 5. ASKED FRIENDS OR RELATIVES; word of mouth; networking 6. PLACED OR ANSWERED ADS 7. READ ADS; looked in paper; job hotlines; bulletins; Internet 8. DIDN'T DO ANYTHING SPECIFIC 4 9. SEARCHED THE INTERNET OR SOCIAL MEDIA 97. OTHER (SPECIFY) 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17142 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q383,Ref: SecJ.EDEXPANDLOOKINGFORJOB.Q377 During the past four weeks\, what have you been doing to find another job? INSTR: Do not read categories INSTR: Select all that apply WEB-ADMINISTERED TEXT: During the past four weeks\, what have you been doing to find another job? INSTR: Select all that apply. ... 1. CHECKED WITH PUBLIC EMPLOYMENT AGENCY 2. CHECKED WITH PRIVATE EMPLOYMENT AGENCY 3. VISITED EMPLOYERS DIRECTLY; interviewed; attended job fair 4. TELEPHONED OR WROTE EMPLOYERS DIRECTLY; sent resumes; updated resume; filed application 5. ASKED FRIENDS OR RELATIVES; word of mouth; networking 6. PLACED OR ANSWERED ADS 7. READ ADS; looked in paper; job hotlines; bulletins; Internet 8. DIDN'T DO ANYTHING SPECIFIC 9. SEARCHED THE INTERNET OR SOCIAL MEDIA 97. OTHER (SPECIFY) 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17146 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q384,Ref: SecJ.EDEXPANDLOOKINGFORJOB.Q384_ How many employers did you visit? Number of employers: ... ----------------------------------------------------------------- N Min Max Mean SD Miss 60 1 20 4.90 4.59 17063 ----------------------------------------------------------------- 23 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused)
HRS2018Q385,Ref: SecJ.EDEXPANDLOOKINGFORJOB.Q385_ How many employers did you call or write? Number of employers: ... ----------------------------------------------------------------- N Min Max Mean SD Miss 45 1 20 5.47 4.69 16996 ----------------------------------------------------------------- 105 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused)
HRS2018Q386,Ref: SecJ.EDEXPANDLOOKINGFORJOB.Q386_ If you found out about another job like the one you have now\, would you look into it? ... 2 -8. Web non-response 1587 1. YES 170 2. PROBABLY 332 3. MAYBE 247 4. PROBABLY NOT 3288 5. NO 6 7. OTHER (SPECIFY) 4 8. DK (Don't Know); NA (Not Ascertained) 4 9. RF (Refused) 11506 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q387,Ref: SecJ.FINDINGAJOB.Q387_ * ... 3758 1. R has Same Job Title as Previous Wave 795 2. R is self-employed 4952 3. All Others 7641 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q388,Ref: SecJ.FINDINGAJOB.Q388_DoingFindWrk Have you been doing anything to find work during the last four weeks? ... 7 -8. Web non-response 342 1. YES 2648 5. NO 2 8. DK (Don't Know); NA (Not Ascertained) 7 9. RF (Refused) 14140 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q389,Ref: SecJ.FINDINGAJOB.Q389_ Are you looking for part-time or full-time work? ... 136 1. PART-TIME 156 2. FULL-TIME 49 3. EITHER KIND 8. DK (Don't Know); NA (Not Ascertained) 1 9. RF (Refused) 16804 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q390,Ref: SecJ.FINDINGAJOB.Q390_ Are you looking for the same kind of work you did before\, or something different? ... 144 1. SAME 120 2. DIFFERENT 75 3. EITHER OR BOTH 3 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 16804 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q391,Ref: SecJ.FINDINGAJOB.Q391_ How would it be different? ... 2 2. Return to a previous job type 1 4. Work at home 6 11. Fewer/more hours 12. Different work schedule (exc. 11); \"no more nights\" 1 13. (More) interesting/challenging; using my education/training; more physically active 27 14. Less physically demanding; less stressful; less responsibility 1 15. Better pay/benefits 6 17. Different work environment--NFS 6 21. Gives specific job title different from current/last job 30 22. Gives general type of work different from current/last job 2 51. Would take any job; need/want work\, don't care what type it is 20 53. Anything but this type of work; R clearly dislikes (current/last) job and seeks change because of this 5 95. R's answer indicates similar type of work on somewhat different product or in somewhat different industry; or for a different organization/company 5 97. Other 7 98. DK (Don't Know); NA (Not Ascertained) 17027 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q392,Ref: SecJ.FINDINGAJOB.Q391_ How would it be different? ... 2. Return to a previous job type 4. Work at home 1 11. Fewer/more hours 1 12. Different work schedule (exc. 11); \"no more nights\" 1 13. (More) interesting/challenging; using my education/training; more physically active 14. Less physically demanding; less stressful; less responsibility 2 15. Better pay/benefits 17. Different work environment--NFS 21. Gives specific job title different from current/last job 1 22. Gives general type of work different from current/last job 3 51. Would take any job; need/want work\, don't care what type it is 1 53. Anything but this type of work; R clearly dislikes (current/last) job and seeks change because of this 95. R's answer indicates similar type of work on somewhat different product or in somewhat different industry; or for a different organization/company 97. Other 17136 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q393,Ref: SecJ.FINDINGAJOB.Q393_ If you were to be offered work like that\, how high would the wage or salary have to be for you to take it? INSTR: If R says 'no amount'\, enter [999996] INSTR: Do not probe DK/RF INSTR: If amount per hour\, enter both dollars and cents\, otherwise enter '0' cents Amount: PER: WEB-ADMINISTERED TEXT: If you were to be offered work like that\, how high would the wage or salary have to be for you to take it? INSTR: If amount per hour\, enter both dollars and cents. User Note: Due to a programming error\, in this wave of the survey only whole dollar amounts were allowed except where the interviewer noted otherwise. ... 4 -8. Web non-response 301 6-200000. Actual Value 11 999996. NO AMOUNT 22 999998. DK (Don't Know); NA (Not Ascertained) 4 999999. RF (Refused) 16804 Blank. INAP (Inapplicable); Partial Interview
